#;Núm. da RI;Ordem;Equipam.;TAG (Campo);Local Instalação;Data Máx. RI;Desc. Componente;Desc. Problema;Texto descritivo da RI
1;20043998;;;;SUA.GLP.PIER01;42973;;;Conteúdo da notaPrio.: CCANCELADANenhuma ação existenteNenhuma medida existenteNenh.item existente
979;20064796;;10164268;EF631503;NES.TA.SUAPE   .ARMPR01.GLP_EF03;47321;ESFERA EXTERNO-CONEXÕES;OUTROS;Conteúdo da notaPrio.: PADEQUAÇÃO TOMADA DE AMOSTRANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSAdequar às tomadas de amostra K1, K2 K3 e K4 ao especificado na normaPetrobras N-1645, item 4.4.7.ParteObjet ESFERA EXTERNO-CONEXÕES
980;20067859;;10163543;TQ631301;NES.TA.SUAPE   .ARMAT02.CLA_TQ01;47499;BASE-CHAPAS DE APOIO;OUTROS DEFEITOS;Conteúdo da notaPrio.: PINSTALAR CHAPA DEFLETORAAção  OutraNenhuma medida existenteITEM    1Probl.: OUTROS DEFEITOSInstalar chapa defletora na base do TQ-6313-01 conforme projeto.ParteObjet BASE-CHAPAS DE APOIO
981;20074225;;10289428;TQ-631402;NES.TA.SUAPE   .ARMAT04.BNK_TQ402;48003;TETO FIXO-EXTERNO-CHAPAS;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: PTROCA DE CHAPAS CORROÍDASAção  ReparoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar a substituição das chapas do teto do tanque que apresentamcorrosão severa, conforme abaixo:a) Material: chapa em AC ASTM A-283 Gr. C, espessura nominal de 4,80 mm;b) Soldagem das chapas conforme norma N-133 e item 10.4 da norma N-270;c) Realizar soldas de topo com penetração total em todo contorno daschapas circulares conforme marcação em campo;d) Executar os ENDs conforme norma N-133;e) Apresentar ao setor de Inspeção toda a documentação de soldagem econtrole de qualidade dos serviços executados.SERVIÇOS COMPLEMENTARES: limpeza interna do tanque; inspeçõescomplementares da superfície inferior do teto; montagem de andaimes.ParteObjet TETO FIXO-EXTERNO-CHAPAS"
982;20074226;;10289428;TQ-631402;NES.TA.SUAPE   .ARMAT04.BNK_TQ402;48003;TETO FIXO-EXTERNO-CHAPAS;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: PJATEAR E PINTAR TETOAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOApós reparo nas chapas do teto do tanque e soldagem da cantoneira emtoda extensão da borda, realizar tratamento e pintura de todo o tetoconforme requisitos abaixo:-Realizar preparação de superfície através de jateamento abrasivo comgrau de acabamento Sa 2 1/2, conforme norma Petrobras N-09.-Realizar esquema de pintura com tinta poliaspártico, conforme normaPetrobras N-2913, item 4.2.1 Condição 7.OBS: Após conclusão dos serviços, realizar testes e emitir relatórios deControle Qualidade previstos, conforme normas Petrobras N-09 e N-13.SERVIÇOS COMPLEMENTARES: limpeza interna do tanque; inspeçõescomplementares da superfície inferior do teto; montagem de andaimes.ParteObjet TETO FIXO-EXTERNO-CHAPAS"
983;20078453;;10163551;TQ631302;NES.TA.SUAPE   .ARMAT02.CLA_TQ02;48244;COSTADO EXTERNO-CHAPAS;DEFORMAÇÕES;Conteúdo da notaPrio.: PPROVER ACESSO INSP. INT. COLUNA E VIGASAção  ConservaçãoNenhuma medida existenteITEM    1Probl.: DEFORMAÇÕESProver acesso para inspeção visual interna na coluna central e nosapoios das vigas ao redor do tanque, pois as chapas do último anel docostado apresentam deformações devido enchimento excessivo de produto.ParteObjet COSTADO EXTERNO-CHAPAS
984;20077767;;10163559;TQ631303;NES.TA.SUAPE   .ARMAT02.CLA_TQ03;48277;COSTADO EXTERNO-PLATAFORMAS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: PINSPEÇÃO PERIÓDICA EXTERNA TQ-631303Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOA execução total dos serviços recomendados na RI-20061377 dar-se-á nessaRI por ocasião da parada geral para manutenção do tanque 631303.ITEM 1- Substituir a parte inferior, estrutura de sustentação e piso, dasplataformas de acesso às câmaras do sistema de combate a incêndio, lestee oeste, do TQ-631303.ITEM 2Realizar preparação de superfície conforme item 3.6, tabela 1, da N-1550e em seguida realizar esquema de pintura condição 1 dos pisos eguarda-corpo das plataformas de acesso as câmaras de espuma leste eoeste.ParteObjet COSTADO EXTERNO-PLATAFORMAS
985;20078541;;10163559;TQ631303;NES.TA.SUAPE   .ARMAT02.CLA_TQ03;48277;BASE-CHAPAS DE APOIO;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: PINSPEÇÃO PERIÓDICA EXTERNA TQ-631303Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO- Eliminar pontos/locais com corrosão com tratamento WJ-1 conforme item3.4.4 da N-9;- Aplicar pintura conforme item 3.3.3 da norma Petrobras N-2913.- Controle de qualidade conforme N-9 e N13.Referência: Chapa de apoio do costadoParteObjet BASE-CHAPAS DE APOIO"
986;20078546;;10163559;TQ631303;NES.TA.SUAPE   .ARMAT02.CLA_TQ03;48277;COSTADO EXTERNO-ESCADAS;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: PINSPEÇÃO PERIÓDICA EXTERNA TQ-631303Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO- Eliminar a corrosão do local com tratamento WJ-1 conforme item 3.4.4da N-9;- Aplicar pintura conforme norma Petrobras N-1550, condição 1 (item4.1);- Controle de qualidade conforme N-9 e N13.Referência: Escada do costado.ParteObjet COSTADO EXTERNO-ESCADASITEM    2Probl.: PROCESSO CORROSIVOITEM 1- Eliminar a corrosão do local conforme item 3.3.2 e o item 4 da ABNTNBR-15239/2005, norma para tratamento de superfícies de aço comferramentas manuais e mecânicas.ITEM 2Após a realização do item 1, acima cobrir a superfície do parafuso eporcas com graxa grafitada ou similar.Referência: Porcas e parafusos da boca de visitas e outros bocais dotetoParteObjet TETO FIXO-EXTERNO-CONEXÕESITEM    3Probl.: PROCESSO CORROSIVOEliminar as conexões do mecanismo de suportação e movimentação da antigarégua do costado (analógica) que ainda permanecem instalados no teto.ParteObjet TETO FIXO-EXTERNO-CONEXÕESITEM    4Probl.: PROCESSO CORROSIVOTratar superficialmente e aplicar pintura de proteção naválvula-de-pressão-e-vácuo do TQ-631303.ParteObjet TETO FIXO-EXTERNO-VALV. PRESS. VÁCUOITEM    5Probl.: PROCESSO CORROSIVO- Eliminar a corrosão do local com tratamento WJ-1 conforme item 3.4.4da N-9;- Aplicar pintura conforme norma Petrobras N-1550, condição 1 (item4.1);- Controle de qualidade conforme N-9 e N13.Referência: Guarda-corpo do teto do TQ-631303.ParteObjet TETO FIXO-EXTERNO-GUARDA-CORPOITEM    6Probl.: PINTURA LEVEMENTE DANIFICADA- Aplicar pintura conforme item 3.1.4 da norma Petrobras N-2913;- Controle de qualidade conforme N-9 e N13.Referência: pintura do teto fixo do TQ-631303.ParteObjet PINTURA-PINTURA EXTERNA"
987;20080179;;10163543;TQ631301;NES.TA.SUAPE   .ARMAT02.CLA_TQ01;48368;PINTURA-COSTADO EXTERNO/ACESSÓRIOS;PINTURA SERIAMENTE DANIFICADA;Conteúdo da notaPrio.: PPINTURA SERIAMENTE DANIFICADANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA SERIAMENTE DANIFICADARealizar tratamento de superfície e pintura em todo o costado do tanqueconforme N-2913.ParteObjet PINTURA-COSTADO EXTERNO/ACESSÓRIOSITEM    2Probl.: PINTURA LEVEMENTE DANIFICADARealizar tratamento de superfície e pintura em todo o teto do tanqueconforme N-2913.ParteObjet PINTURA-TETO EXTERNO/ACESSÓRIOS
988;20091937;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;ESFERA EXTERNO-TUBULAÇÕES;PROCESSO CORROSIVO;"Conteúdo da notaPrio.: PTUBULAÇÃO - SUPORTE E FIXADORESNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOSubstituir grampos de fixação tipo ""U"" danificados por corrosão.LocalSuportes das tubulações de produto da base até o topo da esfera.Efetuar tratamento de superfície e pintura nos suportes com corrosão dastubulações de produto da base até o topo da esfera.PREPARAÇÃO DE SUPERFÍCIE E PINTURATratamento da Superfície- Preparar a superfície conforme o item 3.5 e 3.6 da Norma PetrobrasN-1550- Utilizar métodos que permitam a abertura do perfil de rugosidade de 50a 100 micrometros (jato abrasivo seco/úmido ou hidrojeteamento comabrasivos).- Alternativamente o tratamento pode ser feito através de ferramentasmecânico-rotativas tipo ""wire bristle impact"" ou ""rotary flap"", conformeSSPC SP11. Desde se atinja o grau de limpeza e rugosidades determinadospelo padrão SSPC SP11. Deve ser avaliada as condições técnicas eeconômicas para realizar este tipo de tratamento.- Atentar para os critérios das tabelas 1 e 2 da norma N-9, narealização da preparação, mesmo que seja escolhido o SSPC SP11.- Realizar e registrar as medições de rugosidade.- Se a pintura for realizada em campo, utilizar o inibidor de flash rustdescrito no item 4.2.2 da norma N-9.Pintura- Aplicar a pintura conforme a Condição 1 da norma N-1550.-Tinta de fundo: Aplicar demão única com espessura mínima de películaseca de 300 micrometros do revestimento tipo II especificado naPETROBRAS N-2912, obrigatoriamente por meio de pistola sem ar.- Tinta de acabamento: Aplicar uma demão de tinta de poliuretanoacrílico, conforme especificada na PETROBRAS N-2677, por meio de pistolasem ar ou trincha, com espessura mínima de película seca de 70micrometros.NRECURSO NECESSÁRIO: Montagem de andaime ou plataforma articulada.ParteObjet ESFERA EXTERNO-TUBULAÇÕES"
989;20091938;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;CASCO EXTERNO-BOCAIS;OUTROS;"Conteúdo da notaPrio.: PFLANGES- SUBSTITUIÇÃO DOS ESTOJOSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSSubstituir, nos flanges dos bocais, todos os estojos com corrosão por:Estojos em aço ASTM A320 Grau L7; Porcas Pesadas em aço ASTM A194 Grau4L. Todos os componentes deverão ser revestidos com Zinco#Níquelconforme ASTM B 841, classe 1, tipo B/E, grau 5 a 8, com alívio detensões e de hidrogênio conforme normas ASTM B 849 e ASTM B 850ParteObjet CASCO EXTERNO-BOCAIS"
990;20092724;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;PINTURA-SIST.COMBATE INCÊNDIO;PINTURA SERIAMENTE DANIFICADA;Conteúdo da notaPrio.: PPINTURA - GRAMPOS TUBULAÇÃO SCINenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA SERIAMENTE DANIFICADARealizar tratamento de superfície e pintura, ou substituição quandonecessário, os grampos de fixação da tubulação vertical do SCI até otopo da esfera.RECURSO NECESSÁRIO: Montagem de andaime ou plataforma articulada.ParteObjet PINTURA-SIST.COMBATE INCÊNDIO
991;20092725;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;ESFERA EXTERNO-SIST.COMBATE À INCÊNDIO;PROCESSO CORROSIVO;Conteúdo da notaPrio.: PPINTURA - ANEL DE RESFRIAMENTONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVORealizar tratamento de superfície e pintura nas regiões com intemperismona pintura da tubulação do anel de resfriamento.RECURSO NECESSÁRIO: Montagem de andaime ou plataforma articulada.ParteObjet ESFERA EXTERNO-SIST.COMBATE À INCÊNDIO
992;20092732;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;ESTRUTURAS METÁLICAS-PERFIS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: PPINTURA - SUPORTES DAS PSVs B e CNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVOEfetuar tratamento de superfície e pintura nas regiões com corrosão nosdois suportes das tubulações de saída das PSVs 6315005B e C, comsubstituição dos grampos de fixação.ParteObjet ESTRUTURAS METÁLICAS-PERFIS
993;20092738;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;ESFERA EXTERNO-VENTS E DRENOS;PROCESSO CORROSIVO;Conteúdo da notaPrio.: PVENT - PINTURA E ADEQUAÇÃO A N-108Nenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PROCESSO CORROSIVO- Realizar, no vent localizado na tubulação de entrada e saíde deproduto no topo da esfera, preparação de superfície através dejateamentoabrasivo ou por ferramentas mecânico-rotativas conforme SSPC-SP11 outratamento mecânico até o grau de acabamento St 2 ou St 3 da ISO 8501-1,em seguida, realizar esquema de pintura condição 2, item 4.1.2 da normaPetrobras N-442.- Instalar manípulo da válvula de bloqueio- O vent deve atender ao anexo C da N-0108.ParteObjet ESFERA EXTERNO-VENTS E DRENOS
994;20092739;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;PINTURA-TUBULAÇÕES;PINTURA SERIAMENTE DANIFICADA;Conteúdo da notaPrio.: PPINTURA - TUBULAÇÃO DO PI6315005ANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA SERIAMENTE DANIFICADARealizar tratamento de superfície e pintura nas aéras com corrosão dastubulações de pequeno diâmetro onde está instalado o PI6315005.ParteObjet PINTURA-TUBULAÇÕES
995;20092741;;10164304;EF631505;NES.TA.SUAPE   .ARMPR01.GLP_EF05;49023;IDENTIFICAÇÃO DO EQUIPAMENTO-TAG E CAT.;OUTROS;Conteúdo da notaPrio.: PPINTURA DA CATEGORIANenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRepintura da categoria conforme NR-13 no corpo da esfera. A atualidentificação ficou desgastada após o processo de lavagem do casco.RECURSOS NECESSÁRIOS: Motagem de andaime ou plataforma elevatória.ParteObjet IDENTIFICAÇÃO DO EQUIPAMENTO-TAG E CAT.
996;20095962;;10331986;TQ5336001;NES.TA.SUAPE   .ARMAT06.ESC_TQ01;49142;TETO FIXO-EXTERNO-GUARDA-CORPO;OUTROS;Conteúdo da notaPrio.: PGUARDA CORPO - VEDAÇÃONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRemover pintura e massa epóxi e fechar espaço entre a cantoneira do tetoe o perfil do guarda corpo com solda em todo o contorno.Efetuar tratamento de superfície e pintura após o serviço decaldeiraria.ParteObjet TETO FIXO-EXTERNO-GUARDA-CORPO
997;20095969;;10331987;TQ5336002;NES.TA.SUAPE   .ARMAT06.ESC_TQ02;49142;TETO FIXO-EXTERNO-GUARDA-CORPO;OUTROS;Conteúdo da notaPrio.: POUTROSNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRemover pintura e massa epóxi e fechar espaço entre a cantoneira do tetoe o perfil do guarda corpo com solda em todo o contorno.Efetuar tratamento de superfície e pintura após o serviço decaldeiraria.ParteObjet TETO FIXO-EXTERNO-GUARDA-CORPO
998;20097679;;10164265;PSV6315002A;NES.TA.SUAPE   .ARMPR01.GLP_EF02;49225;PSV INTERNO-DISCO, SEDE E SUPORTE;OUTROS;Conteúdo da notaPrio.: PSUBSTITUIÇÃO DO DISCO E SUPORTENenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSSubstituir disco e suporte do disco.Motivo: A rosca interna está com desgaste, que compromete a desmontagempara lapidação.ParteObjet PSV INTERNO-DISCO, SEDE E SUPORTE
999;20100193;;10163551;TQ631302;NES.TA.SUAPE   .ARMAT02.BNK_TQ02;49313;PINTURA-COSTADO EXTERNO/ACESSÓRIOS;PINTURA LEVEMENTE DANIFICADA;Conteúdo da notaPrio.: PPintura faixa do costadoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA LEVEMENTE DANIFICADADurante a parada do equipamento, realizar tratamento de superfície epintura de 100% da faixa preta localizada no primeiro anel do costado dotanque, a qual apresenta fissuras por toda a sua extensão, conforme podeser visto nas fotos 11 e 12 do anexo fotográfico do relatório deinspeção nº 60096359.ParteObjet PINTURA-COSTADO EXTERNO/ACESSÓRIOS
1000;20100203;;10163551;TQ631302;NES.TA.SUAPE   .ARMAT02.BNK_TQ02;49313;TETO FIXO-EXTERNO-CHAPAS;OUTROS;"Conteúdo da notaPrio.: PPintura 100% do tetoNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRemover 100% da pintura das chapas do teto (lado externo) e repintarconforme especificações a seguir:#PREPARAÇÃO DE SUPERFÍCIE E PINTURATratamento da Superfície- Preparar a superfície conforme tabela 1 da Norma Petrobras N-2913.- Usar jato abrasivo úmido para abertura do perfil de rugosidade de 50 a100 micrometros.- Realizar e registrar as medições de rugosidade no teto.- Utilizar o inibidor de flash rust descrito no item 4.2.2 da norma N-9.- Atentar para os itens das tabelas 1 e 2 da norma N-9Pintura- Aplicar a pintura conforme a Condição 7 da norma N-2913.-Tinta de fundo: Aplicar demão única com espessura mínima de películaseca de 300 micrometros do revestimento poliaspártico especificado noitem 4.5 da norma PETROBRAS N-2913, obrigatoriamente por meio de pistolasem ar.- Utilizar proteção com lona para evitar pulverização de tinta noambiente.- Respeitar criteriosamente os tempos de secagem e entre demãos dofabricante das tintas. Na ausência dessas informações, usar os temposdescritos na norma da tinta.- Realizar todos os testes e emitir os relatórios de controle dequalidade previstos nas normas N-9 e N-13.- Deve ser feito controle de continuidade da película com emprego dedetector de descontinuidade (""holiday detector"") de acordo com asPETROBRAS N-13 e ABNT NBR 16172.ParteObjet TETO FIXO-EXTERNO-CHAPAS"
1001;20088072;;10164287;EF631504;NES.TA.SUAPE   .ARMPR01.GLP_EF04;49317;TESTE ENDs-ACFM (N-15);NÃO REALIZADO;Conteúdo da notaPrio.: PEXECUTAR END ACFMNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: NÃO REALIZADOExecutar ensaio por ACFM conforme norma ABNT NBR 15248, nas seguintesárea de interesse, 50 mm de cada lado do cordão de solda:100% nos cordões de solda das calotas superior e inferior100% nas conexões do casco25% da extensão total das soldas, conforme indicado pela Inspeção.ParteObjet TESTE ENDs-ACFM (N-15)
1002;20088073;;10164287;EF631504;NES.TA.SUAPE   .ARMPR01.GLP_EF04;49317;ESFERA EXTERNO-CONEXÕES;OUTROS;Conteúdo da notaPrio.: PTRATAMENTO DE SUPERFÍCIE - CONEXÕESNenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSRemover a pintura com tratamento de superfície grau ST-3 conformeNBR-15239 nas soldas e região de 50mm das margens de todas as soldas dosbocais que não foram realizados os ensaios de ACFM, para execução deensaios de Liquido Penetrante ou Partículas Magnéticas.Após o ensaio, deverão ser executados tratamentos de superfície epintura conforme Norma Petrobras N-0442 condição 1.ParteObjet ESFERA EXTERNO-CONEXÕES
1003;20088074;;10164287;EF631504;NES.TA.SUAPE   .ARMPR01.GLP_EF04;49317;CASCO EXTERNO-PINTURA;OUTROS;Conteúdo da notaPrio.: PLAVAGEM DO CASCO EXTERNONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: OUTROSEfetuar limpeza de superfície com hidrojato de baixa pressão na pinturado casco externo.ParteObjet CASCO EXTERNO-PINTURA
1004;20088075;;10164287;EF631504;NES.TA.SUAPE   .ARMPR01.GLP_EF04;49317;CASCO EXTERNO-PINTURA;PINTURA DANIFICADA;Conteúdo da notaPrio.: PPINTURA - CASCO EXTERNONenhuma ação existenteNenhuma medida existenteITEM    1Probl.: PINTURA DANIFICADARealizar, nos pontos de intemperismo do casco externo indicados pelaINSP, tratamento de superfície e pintura conforme N-2913, condição 12.ParteObjet CASCO EXTERNO-PINTURA
